央视频道1,#genre#
超级体育,http://gslbserv.itv.cmvideo.cn:80/2000000003000000030/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000030&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
超级体育,http://gslbserv.itv.cmvideo.cn:80/1000000001000009204/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009204&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
超级体育,http://gslbserv.itv.cmvideo.cn:80/1000000004000007755/1.m3u8?channel-id=ystenlive&Contentid=1000000004000007755&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
超级综艺,http://gslbserv.itv.cmvideo.cn:80/1000000006000268002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268002&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
超级综艺,http://gslbserv.itv.cmvideo.cn:80/2000000003000000029/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000029&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
超级综艺,http://gslbserv.itv.cmvideo.cn:80/1000000001000025771/1.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
超级综艺,http://gslbserv.itv.cmvideo.cn:80/1000000004000023658/1.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
潮妈辣婆,http://gslbserv.itv.cmvideo.cn:80/2000000003000000018/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000018&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
东北热剧,http://gslbserv.itv.cmvideo.cn:80/1000000005000266013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266013&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
东北热剧,http://gslbserv.itv.cmvideo.cn:80/2000000003000000051/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000051&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
动作电影,http://gslbserv.itv.cmvideo.cn:80/2000000003000000017/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000017&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
动作电影,http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
古装剧场,http://gslbserv.itv.cmvideo.cn:80/2000000003000000024/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000024&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/2000000003000000050/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000050&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/1000000005000266012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266012&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
家庭剧场,http://gslbserv.itv.cmvideo.cn:80/2000000003000000012/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000012&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1000000004000008284/1.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
金牌综艺,http://gslbserv.itv.cmvideo.cn:80/2000000003000000005/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000005&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
金牌综艺,http://gslbserv.itv.cmvideo.cn:80/1000000004000026167/1.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/2000000003000000015/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000015&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品大剧,http://gslbserv.itv.cmvideo.cn:80/2000000003000000020/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000020&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品大剧,http://gslbserv.itv.cmvideo.cn:80/1000000004000013968/1.m3u8?channel-id=ystenlive&Contentid=1000000004000013968&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品纪录,http://gslbserv.itv.cmvideo.cn:80/1000000004000013730/1.m3u8?channel-id=ystenlive&Contentid=1000000004000013730&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品纪录,http://gslbserv.itv.cmvideo.cn:80/2000000003000000019/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000019&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品萌宠,http://gslbserv.itv.cmvideo.cn:80/2000000003000000067/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000067&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品萌宠,http://gslbserv.itv.cmvideo.cn:80/1000000006000032328/1.m3u8?channel-id=ystenlive&Contentid=1000000006000032328&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品体育,http://gslbserv.itv.cmvideo.cn:80/2000000003000000021/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000021&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品体育,http://gslbserv.itv.cmvideo.cn:80/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品综合,http://gslbserv.itv.cmvideo.cn:80/2000000003000000008/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000008&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品综合,http://gslbserv.itv.cmvideo.cn:80/1000000004000019008/1.m3u8?channel-id=ystenlive&Contentid=1000000004000019008&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
军旅剧场,http://gslbserv.itv.cmvideo.cn:80/2000000003000000014/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000014&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
军事评论,http://gslbserv.itv.cmvideo.cn:80/2000000003000000022/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000022&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
魅力潇湘,http://gslbserv.itv.cmvideo.cn:80/2000000003000000041/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000041&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
魅力潇湘,http://gslbserv.itv.cmvideo.cn:80/1000000001000006197/1.m3u8?channel-id=ystenlive&Contentid=1000000001000006197&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
魅力潇湘,http://gslbserv.itv.cmvideo.cn:80/1000000005000266014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266014&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
明星大片,http://gslbserv.itv.cmvideo.cn:80/2000000003000000016/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000016&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
农业致富,http://gslbserv.itv.cmvideo.cn:80/2000000003000000003/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000003&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
武博世界,http://gslbserv.itv.cmvideo.cn:80/2000000003000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000007&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
炫舞未来,http://gslbserv.itv.cmvideo.cn:80/2000000003000000044/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000044&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
炫舞未来,http://gslbserv.itv.cmvideo.cn:80/1000000001000000515/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
怡伴健康,http://gslbserv.itv.cmvideo.cn:80/2000000003000000023/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000023&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
怡伴健康,http://gslbserv.itv.cmvideo.cn:80/1000000005000266011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266011&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
中国功夫,http://gslbserv.itv.cmvideo.cn:80/2000000003000000009/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000009&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
精品综合,http://117.93.113.187:5010/itv/1000000004000019008.m3u8?cdn=ystenlive
精品综合,http://113.205.180.192:5003/itv/1000000004000019008.m3u8?cdn=ystenlive
精品综合,http://120.228.150.216:30013/itv/1000000004000019008.m3u8?cdn=ystenlive
精品综合,http://222.138.213.160:12345/itv/1000000004000019008.m3u8?cdn=ystenlive
精品综合,http://121.12.222.130:8888/itv/1000000004000019008.m3u8?cdn=ystenlive
精品大剧,http://117.93.113.187:5010/itv/1000000004000013968.m3u8?cdn=ystenlive
精品大剧,http://113.205.180.192:5003/itv/1000000004000013968.m3u8?cdn=ystenlive
精品大剧,http://222.138.213.160:12345/itv/1000000004000013968.m3u8?cdn=ystenlive
精品大剧,http://120.228.150.216:30013/itv/1000000004000013968.m3u8?cdn=ystenlive
精品大剧,http://121.12.222.130:8888/itv/1000000004000013968.m3u8?cdn=ystenlive
精品纪录,http://117.93.113.187:5010/itv/1000000004000013730.m3u8?cdn=ystenlive
精品纪录,http://113.205.180.192:5003/itv/1000000004000013730.m3u8?cdn=ystenlive
精品纪录,http://222.138.213.160:12345/itv/1000000004000013730.m3u8?cdn=ystenlive
精品纪录,http://120.228.150.216:30013/itv/1000000004000013730.m3u8?cdn=ystenlive
精品纪录,http://121.12.222.130:8888/itv/1000000004000013730.m3u8?cdn=ystenlive
爱情喜剧,http://117.93.113.187:5010/itv/2000000003000000010.m3u8?cdn=hnbblive
爱情喜剧,http://113.205.180.192:5003/itv/2000000003000000010.m3u8?cdn=hnbblive
爱情喜剧,http://222.138.213.160:12345/itv/2000000003000000010.m3u8?cdn=hnbblive
爱情喜剧,http://120.228.150.216:30013/itv/2000000003000000010.m3u8?cdn=hnbblive
爱情喜剧,http://121.12.222.130:8888/itv/2000000003000000010.m3u8?cdn=hnbblive
超级电视剧,http://117.93.113.187:5010/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电视剧,http://113.205.180.192:5003/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电视剧,http://222.138.213.160:12345/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电视剧,http://120.228.150.216:30013/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电视剧,http://121.12.222.130:8888/itv/1000000006000268003.m3u8?cdn=ystenlive
超级电影,http://117.93.113.187:5010/itv/1000000003000012426.m3u8?cdn=ystenlive
超级电影,http://113.205.180.192:5003/itv/1000000003000012426.m3u8?cdn=ystenlive
超级电影,http://222.138.213.160:12345/itv/1000000003000012426.m3u8?cdn=ystenlive
超级电影,http://120.228.150.216:30013/itv/1000000003000012426.m3u8?cdn=ystenlive
超级电影,http://121.12.222.130:8888/itv/1000000003000012426.m3u8?cdn=ystenlive
超级体育,http://117.93.113.187:5010/itv/1000000001000009601.m3u8?cdn=ystenlive
超级体育,http://113.205.180.192:5003/itv/1000000001000009601.m3u8?cdn=ystenlive
超级体育,http://222.138.213.160:12345/itv/1000000001000009601.m3u8?cdn=ystenlive
超级体育,http://120.228.150.216:30013/itv/1000000001000009601.m3u8?cdn=ystenlive
超级体育,http://121.12.222.130:8888/itv/1000000001000009601.m3u8?cdn=ystenlive
超级综艺,http://117.93.113.187:5010/itv/1000000006000268002.m3u8?cdn=ystenlive
超级综艺,http://113.205.180.192:5003/itv/1000000006000268002.m3u8?cdn=ystenlive
超级综艺,http://222.138.213.160:12345/itv/1000000006000268002.m3u8?cdn=ystenlive
超级综艺,http://120.228.150.216:30013/itv/1000000006000268002.m3u8?cdn=ystenlive
超级综艺,http://121.12.222.130:8888/itv/1000000006000268002.m3u8?cdn=ystenlive
潮妈辣婆,http://117.93.113.187:5010/itv/2000000003000000018.m3u8?cdn=hnbblive
潮妈辣婆,http://113.205.180.192:5003/itv/2000000003000000018.m3u8?cdn=hnbblive
潮妈辣婆,http://222.138.213.160:12345/itv/2000000003000000018.m3u8?cdn=hnbblive
潮妈辣婆,http://120.228.150.216:30013/itv/2000000003000000018.m3u8?cdn=hnbblive
潮妈辣婆,http://121.12.222.130:8888/itv/2000000003000000018.m3u8?cdn=hnbblive
东北热剧,http://117.93.113.187:5010/itv/1000000005000266013.m3u8?cdn=ystenlive
东北热剧,http://113.205.180.192:5003/itv/1000000005000266013.m3u8?cdn=ystenlive
东北热剧,http://222.138.213.160:12345/itv/1000000005000266013.m3u8?cdn=ystenlive
东北热剧,http://120.228.150.216:30013/itv/1000000005000266013.m3u8?cdn=ystenlive
东北热剧,http://121.12.222.130:8888/itv/1000000005000266013.m3u8?cdn=ystenlive
动作电影,http://117.93.113.187:5010/itv/1000000004000018653.m3u8?cdn=ystenlive
动作电影,http://113.205.180.192:5003/itv/1000000004000018653.m3u8?cdn=ystenlive
动作电影,http://222.138.213.160:12345/itv/1000000004000018653.m3u8?cdn=ystenlive
动作电影,http://120.228.150.216:30013/itv/1000000004000018653.m3u8?cdn=ystenlive
动作电影,http://121.12.222.130:8888/itv/1000000004000018653.m3u8?cdn=ystenlive
古装剧场,http://117.93.113.187:5010/itv/2000000003000000024.m3u8?cdn=hnbblive
古装剧场,http://113.205.180.192:5003/itv/2000000003000000024.m3u8?cdn=hnbblive
古装剧场,http://222.138.213.160:12345/itv/2000000003000000024.m3u8?cdn=hnbblive
古装剧场,http://120.228.150.216:30013/itv/2000000003000000024.m3u8?cdn=hnbblive
古装剧场,http://121.12.222.130:8888/itv/2000000003000000024.m3u8?cdn=hnbblive
欢乐剧场,http://117.93.113.187:5010/itv/1000000005000266012.m3u8?cdn=ystenlive
欢乐剧场,http://113.205.180.192:5003/itv/1000000005000266012.m3u8?cdn=ystenlive
欢乐剧场,http://222.138.213.160:12345/itv/1000000005000266012.m3u8?cdn=ystenlive
欢乐剧场,http://120.228.150.216:30013/itv/1000000005000266012.m3u8?cdn=ystenlive
欢乐剧场,http://121.12.222.130:8888/itv/1000000005000266012.m3u8?cdn=ystenlive
家庭剧场,http://117.93.113.187:5010/itv/1000000004000008284.m3u8?cdn=ystenlive
家庭剧场,http://113.205.180.192:5003/itv/1000000004000008284.m3u8?cdn=ystenlive
家庭剧场,http://222.138.213.160:12345/itv/1000000004000008284.m3u8?cdn=ystenlive
家庭剧场,http://120.228.150.216:30013/itv/1000000004000008284.m3u8?cdn=ystenlive
家庭剧场,http://121.12.222.130:8888/itv/1000000004000008284.m3u8?cdn=ystenlive
金牌综艺,http://117.93.113.187:5010/itv/1000000004000026167.m3u8?cdn=ystenlive
金牌综艺,http://113.205.180.192:5003/itv/1000000004000026167.m3u8?cdn=ystenlive
金牌综艺,http://222.138.213.160:12345/itv/1000000004000026167.m3u8?cdn=ystenlive
金牌综艺,http://120.228.150.216:30013/itv/1000000004000026167.m3u8?cdn=ystenlive
金牌综艺,http://121.12.222.130:8888/itv/1000000004000026167.m3u8?cdn=ystenlive
惊悚悬疑,http://117.93.113.187:5010/itv/1000000004000024282.m3u8?cdn=ystenlive
惊悚悬疑,http://113.205.180.192:5003/itv/1000000004000024282.m3u8?cdn=ystenlive
惊悚悬疑,http://222.138.213.160:12345/itv/1000000004000024282.m3u8?cdn=ystenlive
惊悚悬疑,http://120.228.150.216:30013/itv/1000000004000024282.m3u8?cdn=ystenlive
惊悚悬疑,http://121.12.222.130:8888/itv/1000000004000024282.m3u8?cdn=ystenlive
军旅剧场,http://117.93.113.187:5010/itv/2000000003000000014.m3u8?cdn=hnbblive
军旅剧场,http://113.205.180.192:5003/itv/2000000003000000014.m3u8?cdn=hnbblive
军旅剧场,http://222.138.213.160:12345/itv/2000000003000000014.m3u8?cdn=hnbblive
军旅剧场,http://120.228.150.216:30013/itv/2000000003000000014.m3u8?cdn=hnbblive
军旅剧场,http://121.12.222.130:8888/itv/2000000003000000014.m3u8?cdn=hnbblive
军事评论,http://117.93.113.187:5010/itv/2000000003000000022.m3u8?cdn=hnbblive
军事评论,http://113.205.180.192:5003/itv/2000000003000000022.m3u8?cdn=hnbblive
军事评论,http://222.138.213.160:12345/itv/2000000003000000022.m3u8?cdn=hnbblive
军事评论,http://120.228.150.216:30013/itv/2000000003000000022.m3u8?cdn=hnbblive
军事评论,http://121.12.222.130:8888/itv/2000000003000000022.m3u8?cdn=hnbblive
魅力潇湘,http://117.93.113.187:5010/itv/1000000001000006197.m3u8?cdn=ystenlive
魅力潇湘,http://113.205.180.192:5003/itv/1000000001000006197.m3u8?cdn=ystenlive
魅力潇湘,http://222.138.213.160:12345/itv/1000000001000006197.m3u8?cdn=ystenlive
魅力潇湘,http://120.228.150.216:30013/itv/1000000001000006197.m3u8?cdn=ystenlive
魅力潇湘,http://121.12.222.130:8888/itv/1000000001000006197.m3u8?cdn=ystenlive
明星大片,http://117.93.113.187:5010/itv/2000000003000000016.m3u8?cdn=hnbblive
明星大片,http://113.205.180.192:5003/itv/2000000003000000016.m3u8?cdn=hnbblive
明星大片,http://222.138.213.160:12345/itv/2000000003000000016.m3u8?cdn=hnbblive
明星大片,http://120.228.150.216:30013/itv/2000000003000000016.m3u8?cdn=hnbblive
明星大片,http://121.12.222.130:8888/itv/2000000003000000016.m3u8?cdn=hnbblive
农业致富,http://117.93.113.187:5010/itv/2000000003000000003.m3u8?cdn=hnbblive
农业致富,http://113.205.180.192:5003/itv/2000000003000000003.m3u8?cdn=hnbblive
农业致富,http://222.138.213.160:12345/itv/2000000003000000003.m3u8?cdn=hnbblive
农业致富,http://120.228.150.216:30013/itv/2000000003000000003.m3u8?cdn=hnbblive
农业致富,http://121.12.222.130:8888/itv/2000000003000000003.m3u8?cdn=hnbblive
武博世界,http://117.93.113.187:5010/itv/2000000003000000007.m3u8?cdn=hnbblive
武博世界,http://113.205.180.192:5003/itv/2000000003000000007.m3u8?cdn=hnbblive
武博世界,http://222.138.213.160:12345/itv/2000000003000000007.m3u8?cdn=hnbblive
武博世界,http://120.228.150.216:30013/itv/2000000003000000007.m3u8?cdn=hnbblive
武博世界,http://121.12.222.130:8888/itv/2000000003000000007.m3u8?cdn=hnbblive
炫舞未来,http://117.93.113.187:5010/itv/1000000001000000515.m3u8?cdn=ystenlive
炫舞未来,http://113.205.180.192:5003/itv/1000000001000000515.m3u8?cdn=ystenlive
炫舞未来,http://222.138.213.160:12345/itv/1000000001000000515.m3u8?cdn=ystenlive
炫舞未来,http://120.228.150.216:30013/itv/1000000001000000515.m3u8?cdn=ystenlive
炫舞未来,http://121.12.222.130:8888/itv/1000000001000000515.m3u8?cdn=ystenlive
怡伴健康,http://117.93.113.187:5010/itv/1000000005000266011.m3u8?cdn=ystenlive
怡伴健康,http://113.205.180.192:5003/itv/1000000005000266011.m3u8?cdn=ystenlive
怡伴健康,http://222.138.213.160:12345/itv/1000000005000266011.m3u8?cdn=ystenlive
怡伴健康,http://120.228.150.216:30013/itv/1000000005000266011.m3u8?cdn=ystenlive
怡伴健康,http://121.12.222.130:8888/itv/1000000005000266011.m3u8?cdn=ystenlive
中国功夫,http://117.93.113.187:5010/itv/2000000003000000009.m3u8?cdn=hnbblive
中国功夫,http://113.205.180.192:5003/itv/2000000003000000009.m3u8?cdn=hnbblive
中国功夫,http://222.138.213.160:12345/itv/2000000003000000009.m3u8?cdn=hnbblive
中国功夫,http://120.228.150.216:30013/itv/2000000003000000009.m3u8?cdn=hnbblive
中国功夫,http://121.12.222.130:8888/itv/2000000003000000009.m3u8?cdn=hnbblive




</p>

少儿,#genre#
卡酷少儿,http://gslbserv.itv.cmvideo.cn:80/7851974109718180595/1.m3u8?channel-id=bestzb&Contentid=7851974109718180595&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
卡酷少儿,http://gslbserv.itv.cmvideo.cn:80/1000000002000002413/1.m3u8?channel-id=ystenlive&Contentid=1000000002000002413&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
卡酷少儿,http://gslbserv.itv.cmvideo.cn:80/6000000003000002709/1.m3u8?channel-id=wasusyt&Contentid=6000000003000002709&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
哈哈炫动,http://gslbserv.itv.cmvideo.cn:80/5000000011000031123/1.m3u8?channel-id=bestzb&Contentid=5000000011000031123&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
哈哈炫动,http://gslbserv.itv.cmvideo.cn:80/5000000005000031641/1.m3u8?channel-id=bestzb&Contentid=5000000005000031641&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
哈哈炫动,http://gslbserv.itv.cmvideo.cn:80/1000000002000000172/1.m3u8?channel-id=ystenlive&Contentid=1000000002000000172&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
金鹰卡通,http://gslbserv.itv.cmvideo.cn:80/5000000006000040024/1.m3u8?channel-id=bestzb&Contentid=5000000006000040024&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
金鹰卡通,http://gslbserv.itv.cmvideo.cn:80/1000000002000016601/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016601&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
金鹰卡通,http://gslbserv.itv.cmvideo.cn:80/6000000003000016791/1.m3u8?channel-id=wasusyt&Contentid=6000000003000016791&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
优漫卡通,http://gslbserv.itv.cmvideo.cn:80/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
优漫卡通,http://gslbserv.itv.cmvideo.cn:80/6000000003000030492/1.m3u8?channel-id=wasusyt&Contentid=6000000003000030492&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
嘉佳卡通,http://gslbserv.itv.cmvideo.cn:80/1000000002000025964/1.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
嘉佳卡通,http://gslbserv.itv.cmvideo.cn:80/6000000003000025508/1.m3u8?channel-id=wasusyt&Contentid=6000000003000025508&livemode=1&stbId=06C6BC3F7706437BA2EA4A7CE8C4D363
卡酷少儿,http://47.93.13.98:55555/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://117.93.113.187:5010/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://113.205.180.192:5003/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://115.204.1.136:10011/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://120.228.150.216:30013/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://61.52.43.141:12312/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://183.190.146.150:8009/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://111.193.205.100:666/itv/7851974109718180595.m3u8?cdn=bestzb
卡酷少儿,http://121.12.222.130:8888/itv/7851974109718180595.m3u8?cdn=bestzb
哈哈炫动,http://117.93.113.187:5010/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://47.93.13.98:55555/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://113.205.180.192:5003/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://61.52.43.141:12312/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://183.190.146.150:8009/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://115.204.1.136:10011/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://120.228.150.216:30013/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://111.193.205.100:666/itv/5000000011000031123.m3u8?cdn=bestzb
哈哈炫动,http://121.12.222.130:8888/itv/5000000011000031123.m3u8?cdn=bestzb
卡酷少儿,http://222.67.83.124:4022/rtp/239.45.0.8:5140
卡酷少儿,http://116.231.104.105:4022/rtp/239.45.0.8:5140
哈哈炫动,http://222.67.83.124:4022/rtp/239.45.1.55:5140
哈哈炫动,http://116.231.104.105:4022/rtp/239.45.1.55:5140
金鹰卡通,http://222.67.83.124:4022/rtp/239.45.0.38:5140
金鹰卡通,http://116.231.104.105:4022/rtp/239.45.0.38:5140
嘉佳卡通,http://222.67.83.124:4022/rtp/239.45.1.48:5140
嘉佳卡通,http://116.231.104.105:4022/rtp/239.45.1.48:5140
卡酷少儿,http://27.17.235.39:7088/rtp/239.69.1.193:10800
金鹰卡通,http://27.17.235.39:7088/rtp/239.69.1.248:11130


</p>

兰兰频道,#genre#
CHC家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
CHC动作电影,http://z.b.bkpcp.top/m.php?id=dzdy
CHC动作电影,http://mt2018.iask.in:55555/udp/239.200.201.31:8144
CHC影迷电影,http://mt2018.iask.in:55555/udp/239.200.201.34:8148
CHC家庭影院,http://mt2018.iask.in:55555/udp/239.200.201.30:8140

CHC动作电影,http://majian.ixiaobai.net:5540/rtp/239.37.0.186:5540
CHC影迷电影,http://majian.ixiaobai.net:5540/rtp/239.37.0.187:5540
CHC家庭影院,http://majian.ixiaobai.net:5540/rtp/239.37.0.188:5540

CHC家庭影院,http://hzzzz530.com:4022/udp/239.69.1.243:11100
CHC动作电影,http://hzzzz530.com:4022/udp/239.69.1.242:11094
CHC影迷电影,http://hzzzz530.com:4022/udp/239.69.1.241:11088

CHC家庭影院,http://07018288.x3322.net:808/hls/85/index.m3u8
CHC动作电影,http://07018288.x3322.net:808/hls/86/index.m3u8
CHC影迷电影,http://07018288.x3322.net:808/hls/84/index.m3u8
CHC家庭影院,http://ndnas.top:3300/udp/225.1.4.209:1262?$河南联通
CHC动作电影,http://ndnas.top:3300/udp/225.1.4.208:1261?$河南联通
CHC影迷电影,http://ndnas.top:3300/udp/225.1.4.207:1260?$河南联通
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,https://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
峨眉电影,http://syswareonline.com:7088/udp/239.11.0.11:5140



CEC-1,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC-2,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
CEC-3,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/playlist.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8

延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8

厦门卫视,https://live1b.kxm.xmtv.cn/xmtvbf/tvzb/live.m3u8 
北京纪实科教,http://111.31.106.140/downflv.brtvcloud.com/8klive/8kliveok.m3u8
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
