央视,#genre#
翡翠台4K,http://cdn.132.us.kg/live/fct4k/stream.m3u8
翡翠台北美版,http://php.jdshipin.com/TVOD/iptv.php?id=j1
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
费县生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lyfxsh
费县综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyfxzh
分手.冷漠,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgwsfE4gUokp27lAQ.mp4
分享备用,http://124.248.69.76:26781/douyu/5804577
分宜县电视台,http://live02.jxtvcn.com.cn/live/ganyun_fenyi_tv.m3u8?t=1&token=1
分宜综合,http://live02.jxtvcn.com.cn/live/ganyun_fenyi_tv.m3u8?t=2510710360&token=70d2602b47c0da05edb07c49ea83d573
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8
汾西综合,https://qmmqvzoz.live.sxmty.com/live/hls/f24f8a390c084386a564074c9260100c/be3fdf07606145739ab2c4b80fe0136a.m3u8?zshanxd
粉红女郎,http://124.248.69.76:26781/yy/1354888671
粉红女郎,http://d1.x-y-z.sbs/小凯影视交流/YY.php?id=1354888671
粉娘,http://124.248.69.76:26781/huya/11601978
丰宁综合,https://jwcdnqx.hebyun.com.cn/live/fengningzonghe/1500k/tzwj_video.m3u8
丰宁综合,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
丰宁综合频道,https://jwcdnqx.hebyun.com.cn/live/fengningzonghe/1500k/tzwj_video.m3u8
丰色DJ,https://vd2.bdstatic.com/mda-nandk1asnbz8b75j/480p/h264_delogo/1642931505556757292/mda-nandk1asnbz8b75j.mp4
丰色DJ2,https://vd4.bdstatic.com/mda-najbjga38pge4t8f/480p/h264_delogo/1642667045615334310/mda-najbjga38pge4t8f.mp4
风风雨雨作阵行~詹曼铃Vs李明洋,http://bdmov.a.yximgs.com/upic/2022/01/06/13/BMjAyMjAxMDYxMzM3NTdfMTQzMzExODU4XzY0MzIxODg3MjIxXzJfMw==_b_Bf2d2437ea663f8a87c48a9df7b300dee.mp4
风含情水含笑,https://alimov2.a.kwimgs.com/upic/2022/06/08/07/BMjAyMjA2MDgwNzE4NTBfOTU2MzA3MDg4Xzc2Mjg3Nzk4NzQ0XzJfMw==_b_B375987d14e51a79300421bd54ea37707.mp4?clientCacheKey=3xdmpwqivcha8zy_b.mp4&tt=b&di=24716420&bp=10000
风里不回顾,https://vd4.bdstatic.com/mda-ki9cb4fxn0sqye1j/v1-cae/sc/mda-ki9cb4fxn0sqye1j.mp4?auth_key=1602767887-0-0-03f60c0e1a1598f74b2109d998f8feaa&bcevod_channel=searchbox_feed&pd=1&pt=3&abtest=8797_2&sle=1&sl=791&split=826606
风靡全球的谍战片,http://124.248.69.76:26781/yy/1382736817
风靡全球的谍战片,http://d1.x-y-z.sbs/小凯影视交流/YY.php?id=1382736817
风飘飘雨潇潇,https://alimov2.a.kwimgs.com/upic/2022/06/08/07/BMjAyMjA2MDgwNzIwNDRfOTU2MzA3MDg4Xzc2Mjg3ODY4NTM2XzJfMw==_b_B2cff790b56fd451f175022efebb2cef7.mp4?clientCacheKey=3x3eqjh3uhigy6i_b.mp4&tt=b&di=24716420&bp=10000
风尚购物,http://111.20.33.70/PLTV/88888893/224/3221226326/index.m3u8
风尚购物,http://58.144.154.93/yun-live.jxtvcn.com.cn/live-jxtv/tv_fsgw.m3u8
风尚购物高清,http://39.134.115.163:8080/PLTV/88888888/224/3221225970/index.m3u8
风味原产地潮汕,http://124.248.69.76:26781/yy/1382745178
风味原产地潮汕,http://d1.x-y-z.sbs/小凯影视交流/yy.php?id=1382745178
风小筝-青狐媚,http://em.21dtv.com/songs/60138254.mkv
风雅宋韵|德寿宫,http://temp-live.wasumedia.cn/YunShangHangZhou-35-wasu/YunShangHangZhou-35-wasu.m3u8
风又吹过八千里,https://txmov2.a.kwimgs.com/upic/2022/06/18/07/BMjAyMjA2MTgwNzAxNThfOTU2MzA3MDg4Xzc3MDEyNDkzNzU5XzJfMw==_b_Ba5cd9a2445fd2602409c4c10188c674d.mp4?clientCacheKey=3xrnrr329s623kq_b.mp4&tt=b&di=24710b6c&bp=10000
风雨-爱的路上永相随,http://em.21dtv.com/songs/60138260.mkv
风雨大魔王电影解说,http://124.248.69.76:26781/douyu/4626315
风雨人生路,https://vd3.bdstatic.com/mda-ncr16tqsb7t1zga1/1080p/cae_h264_delogo/1648328484303840898/mda-ncr16tqsb7t1zga1.mp4
风雨-为你心碎为你沉醉,http://em.21dtv.com/songs/60146859.mkv
风语-放不下的牵挂,http://em.21dtv.com/songs/60138255.mkv
风语-花落雨季,http://em.21dtv.com/songs/60146858.mkv
风语-苦涩的爱,http://em.21dtv.com/songs/60138258.mkv
风语-深海的鱼,http://em.21dtv.com/songs/60139289.mkv
风语-水仙诉,http://em.21dtv.com/songs/60138257.mkv
风语-水烟隔千城,http://em.21dtv.com/songs/60145800.mkv
风语-无奈的放弃,http://em.21dtv.com/songs/60138256.mkv
风语-再唱梅殇吟,http://em.21dtv.com/songs/60146857.mkv
风语-醉枣醉,http://em.21dtv.com/songs/60138259.mkv
风云I人物志,http://124.248.69.76:26781/douyu/9970047
风云剧场,http://222.223.118.222:2180/live/fyjc/index.m3u8
风云雄霸天下,http://120.77.28.4:8648/huya.php?id=21059612
风云音乐,http://118.254.157.41:8888/udp/239.76.247.50:1234
风云音乐,http://222.223.118.222:2180/live/fyyy/index.m3u8
风云足球,http://home.sylaigym.top:8887/rtp/239.69.1.81:10126
风筝,http://103.193.151.146/yy.php?id=1354931585
风筝,http://120.77.28.4:8648/yy.php?id=1354931585
风筝,http://124.248.69.76:26781/yy/1382828770
风筝,http://d1.x-y-z.sbs/小凯影视交流/YY.php?id=1382828770
风筝误,https://vdse.bdstatic.com/c331feb0b4730b05d03793ffc024e62a.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
风中花雨楼.任妙音,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgypLV4gUo-ZmUhwc.mp4
风中有朵雨做的云,https://txmov2.a.kwimgs.com/upic/2022/07/03/06/BMjAyMjA3MDMwNjM1MjJfOTU2MzA3MDg4Xzc4MTk4NTM1Mzk2XzJfMw==_b_B4e1045328a86ba67d557d0b5adc35009.mp4?clientCacheKey=3xt2vzxqdz3xzf2_b.mp4&tt=b&di=2471916f&bp=10000
枫泽雨畔,http://124.248.69.76:26781/douyu/5279518
封丘新闻,http://live.dxhmt.cn:9081/tv/10727-1.m3u8?$河南郑州双线
封丘新闻,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
封丘一套新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
封神榜,http://103.193.151.146/yy.php?id=1353426319
封神榜,http://120.77.28.4:8648/yy.php?id=1353426319
封神榜,http://124.248.69.76:26781/yy/1353426319
封神榜,http://d1.x-y-z.sbs/小凯影视交流/yy.php?id=1353426319
封神榜,https://live.metshop.top/yy/1353426319
封神传奇,https://cdn1.yzzy-tv-cdn.com/20220326/ga3SHNAV/index.m3u8
封神英雄榜,http://124.248.69.76:26781/yy/1508358696
封神英雄榜,http://d1.x-y-z.sbs/小凯影视交流/YY.php?id=1508358696
疯狂的赛车,https://vip.ffzy-play2.com/20221021/169_37d917eb/index.m3u8
疯狂的石头,https://vip.ffzy-play2.com/20221021/170_91678c84/index.m3u8
疯狂的外星人,https://vip.ffzy-online2.com/20230607/38938_95adfc88/index.m3u8
疯狂动漫正在直播,http://d1.x-y-z.sbs/小凯影视交流/yy.php?id=1353937086
疯狂青蛙AxelF,https://vd2.bdstatic.com/mda-mbst4rp4sg2kjxjn/v1-cae/sc/mda-mbst4rp4sg2kjxjn.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1660822565-0-0-4236321c7bee8702945a55af97e4c625&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0365713894&vid=3200074234863462940&abtest=103742_2-103579_2&klogid=0365713894
疯狂元素城,https://vip15.play-cdn15.com/20230816/23740_a2af7599/2000k/hls/index.m3u8
疯了！桂宝之三星夺宝,https://vip1.lz-cdn1.com/20230813/21783_646b079f/2000k/hls/mixed.m3u8
疯了！桂宝之三星夺宝,https://vip1.lz-cdn1.com/20230813/21783_646b079f/2000k/hls/mixed.m3u8#https://vip15.play-cdn15.com/20230808/23285_1f94431d/2000k/hls/index.m3u8
锋哥聊商机,http://124.248.69.76:26781/douyu/9472141
冯巩,http://gcw.bdcdn.shoujiduoduo.com/v/190601/79eb6c60d477bbad857357a27292701a.mp4
冯巩郭冬临狗不理包子,https://vd2.bdstatic.com/mda-jdqwqnk1xxszhw8c/mda-jdqwqnk1xxszhw8c.mp4?pd=-1&pt=0&cr=0&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=2275698282&vid=17330773072848394300&auth_key=1655291275-0-0-73fe6c276ababcdb43b87a4fda6002df&bcevod_channel=searchbox_feed
冯巩和刘伟最早前的一部相声，配合十分默契，却没人看过！,http://gcw.bdcdn.shoujiduoduo.com/v/190619/71b0469505096a077418d75bd0125758.mp4
冯巩牛群经典相声《瞧这俩爹》，教训儿子那些事太逗了，笑哭了,http://gcw.bdcdn.shoujiduoduo.com/v/191218/4d87bdedbfb234e75e1663c3e36ad683.mp4
冯巩相声,https://vdse.bdstatic.com//65873c285f222c4cfeecf527f3e84259.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T09%3A55%3A46Z%2F-1%2Fhost%2F9119b3500a8e21fb21665d9576bbf410e5a0fa8904ccc1ce0d3aabde21c99c8a
冯巩小品:,http://gcw.bdcdn.shoujiduoduo.com/v/181110/000dc8734430f4ebf98bbb5a2c89b499.mp4
冯巩小品《快乐老爸》,http://gcw.bdcdn.shoujiduoduo.com/v/181115/ad301aed053068adf4dac5c574e50f3d.mp4
冯巩小品《小棉袄》全场掌声不断!,http://gcw.bdcdn.shoujiduoduo.com/v/181113/331c1c937bab970e2db92ebdf859e68b.mp4
冯提莫+FOGGIRA-识龙虾啤酒火锅等夜食者为俊杰,http://em.21dtv.com/songs/60144799.mkv
冯提莫-空心,http://em.21dtv.com/songs/60146024.mkv
冯提莫-沈洁洁,http://em.21dtv.com/songs/60146023.mkv
凤,https://txmov2.a.kwimgs.com/upic/2022/12/14/03/BMjAyMjEyMTQwMzAzMTBfMTQzMzExODU4XzkxMDcxMTcwNzMzXzJfMw==_b_B98cc72b8a8273e5e93a932e1f6c33553.mp4
凤冈综合,http://live.fgxrmtzx.cn:90/live/zhpd.m3u8
凤凰传奇-策马奔腾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042013&response=res&format=mp4&type=convert_url
凤凰传奇-歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
凤凰传奇-光芒,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042019&response=res&format=mp4&type=convert_url
凤凰传奇-荷塘月色,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1565837&response=res&format=mp4&type=convert_url
凤凰传奇-华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
凤凰传奇-今生的缘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_646024&response=res&format=mp4&type=convert_url
凤凰传奇-奇迹世界,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_954805&response=res&format=mp4&type=convert_url
凤凰传奇-奢香夫人,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_51674527&response=res&format=mp4&type=convert_url
凤凰传奇-温柔姑娘,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_6401404&response=res&format=mp4&type=convert_url
凤凰传奇-御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
凤凰传奇-远方的远方还是远方,http://em.21dtv.com/songs/60143152.mkv
凤凰传奇-月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url
凤凰传奇-中国味道,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042021&response=res&format=mp4&type=convert_url
凤凰传奇-自由飞翔,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_18747906&response=res&format=mp4&type=convert_url
凤凰传奇-自由自在,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042025&response=res&format=mp4&type=convert_url
凤凰传奇-走天涯,http://em.21dtv.com/songs/60144611.mkv
凤凰电影,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
凤凰电影,http://quan2018.mycloudnas.com:51888/play/a017/index.m3u8
凤凰电影4,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
凤凰飞,https://alimov2.a.kwimgs.com/upic/2022/06/23/06/BMjAyMjA2MjMwNjU3MzFfOTU2MzA3MDg4Xzc3NDAwMzEyMzQxXzJfMw==_b_Bc4c9bf6711b2d6c2f7ea0d360dcd95ea.mp4?clientCacheKey=3xjs7bvgmjgaxy2_b.mp4&tt=b&di=24710b6c&bp=10000
凤凰飞、,https://alimov2.a.kwimgs.com/upic/2022/06/25/08/BMjAyMjA2MjUwODAwMTZfOTU2MzA3MDg4Xzc3NTUxODgxNjg2XzJfMw==_b_B5e03e28aa6e9f330126bd23ae51300e5.mp4?clientCacheKey=3xqff5yrxm4mkuu_b.mp4&tt=b&di=24710b6c&bp=10000
凤凰飞.,https://txmov2.a.kwimgs.com/upic/2022/08/10/07/BMjAyMjA4MTAwNzIwNTVfOTU2MzA3MDg4XzgxNDM3MDI4MDIyXzJfMw==_b_Bdf440f3ac06360bf07f335476f5f3506.mp4?clientCacheKey=3x5ygijyhtgefmi_b.mp4&tt=b&di=24710b75&bp=10000
凤凰花开,https://txmov2.a.kwimgs.com/upic/2022/06/18/07/BMjAyMjA2MTgwNzIyNTdfOTU2MzA3MDg4Xzc3MDEzMzE0MjU5XzJfMw==_b_B2a29bdcf567e9966a530df3a4ca17b32.mp4?clientCacheKey=3xngqgm33b67e2i_b.mp4&tt=b&di=24710b6c&bp=10000
凤凰卫视,http://116.11.156.159:8811/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://116.11.156.171:8811/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://116.11.156.182:8811/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://116.11.156.245:8811/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://116.11.156.254:8811/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://116.11.156.60:8811/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰卫视,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226308/index.m3u8
凤凰卫视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226308/index.m3u8
凤凰卫视,http://150.138.8.132/00/SNM/CHANNEL00000380/index.m3u8
凤凰卫视,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83
凤凰卫视http://183.141.197.192:58888/rtp/233.50.200.191:5140
凤凰卫视http://39.134.18.196:80/wh7f454c46tw2172490011_-1360941031/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8?
凤凰卫视中文,http://218.71.45.167:9999/rtp/233.50.200.191:5140
凤凰卫视中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰卫视资讯,http://218.71.45.167:9999/rtp/233.50.200.192:5140
凤凰卫视资讯台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://110.235.24.100:8800/play/a00m
凤凰香港,http://113.64.145.61:8081/hls/38/index.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://162.62.120.19/qctv.fengshows.cn/live/0701phk72.flv
凤凰香港,http://171.108.239.76:8181/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港,http://a.5iu.xyz:10000/udp/239.255.30.123:8231?$甘肃嘉峪关电信
凤凰香港,http://a.5iu.xyz:10000/udp/239.255.30.123:8231?$甘肃兰州电信
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
凤凰香港,http://iptv.ts138.top/qyzb/Smartv.php?id=tvbcaijing_twn
凤凰香港,http://kxrj.site:569/986/fh.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
凤凰香港,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhxghd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$cdn酒店源
凤凰香港,http://vapi.91kds.cc/live2/ifeng.m3u8?id=fhxghd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231$甘肃电信
凤凰香港,http://www.lebaobei.top:6868/udp/239.255.30.123:8231?$甘肃酒泉电信
凤凰香港,mitv://generationnexxxt.com:19806/8e396c3ec52f4eee9e5b7868042b1bf2
凤凰香港[1280x720],http://108.181.20.197/livehttpplay?channel_id=20067
凤凰香港[1280x720],http://108.181.21.27:27347/livehttpplay?channel_id=20067
凤凰香港[1920x1080],http://108.181.20.197/livehttpplay?channel_id=30016
凤凰香港台,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
凤凰中文,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://118.113.146.54:8888/udp/239.93.1.9:2192?$成都电信组播
凤凰中文,http://146.56.153.245:20121/bysid/258
凤凰中文,http://162.62.120.19/qctv.fengshows.cn/live/0701pcc72.flv
凤凰中文,http://171.217.113.134:4022/udp/239.93.1.9:2192?$四川成都电信
凤凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰中文,http://cdn.132.us.kg/live/fhzw/stream.m3u8
凤凰中文,http://iptv.ts138.top/qyzb/Smartv.php?id=phoenixtv_hd
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰中文,http://quan2018.mycloudnas.com:51888/play/a012/index.m3u8
凤凰中文,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhzw&apiKey=73c963d13814ce7d0e4743c5e7d033cc$cdn酒店源
凤凰中文,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhzwhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$cdn酒店源
凤凰中文,http://vapi.91kds.cc/live2/ifeng.m3u8?id=fhzwhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
凤凰中文,http://www.lebaobei.top:6868/udp/239.255.30.50:8231$甘肃电信
凤凰中文,http://www.lebaobei.top:6868/udp/239.255.30.50:8231?$甘肃酒泉电信
凤凰中文,https://stream1.freetv.fun/16bc0b847b4c0a5a1a8645fc01576a0a28d5d8667bad711c48e5d80d12d2d329.ctv
凤凰中文,mitv://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
凤凰中文[1280x720],http://108.181.20.197/livehttpplay?channel_id=20065
凤凰中文[1920x1080],http://108.181.20.197/livehttpplay?channel_id=30014
凤凰中文4M1080,http://cg6.hunancatv.cn:9090/live/FHZW.m3u8?ci=123
凤凰中文🦉,http://117.27.190.42:85/tsfile/live/23280_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰中文台,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://118.113.146.54:8888/udp/239.93.1.4:2191?$成都电信组播
凤凰资讯,http://120.41.124.228:8888/udp/239.61.2.183:9086
凤凰资讯,http://146.56.153.245:20121/bysid/257
凤凰资讯,http://162.62.120.19/qctv.fengshows.cn/live/0701pin72.flv
凤凰资讯,http://171.108.239.76:8181/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://171.217.113.134:4022/udp/239.93.1.4:2191?$四川成都电信
凤凰资讯,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰资讯,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=m7f4a830029be&ct=18336&tsum=74f57bddc0725f74838380086dce3e44
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰资讯,http://ax.micaesoft.com/YMitv/YMITV_CN_ifengNEW.m3u8?$美国芝加哥
凤凰资讯,http://cdn3.132.us.kg/live/fhzx/stream.m3u8
凤凰资讯,http://cdn5.1678520.xyz/live/live2.1.php?id=fhzx
凤凰资讯,http://hgiue6pb.mi4.xyz:8888/udp/239.76.253.134:9000$湖南电信#http://www.lebaobei.top:6868/udp/239.255.30.70:8231$甘肃电信
凤凰资讯,http://iptv.ts138.top/qyzb/Smartv.php?id=phoenixinfo_hd
凤凰资讯,http://kxrj.site:569/986/fh.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰资讯,http://quan2018.mycloudnas.com:51888/play/a015/index.m3u8
凤凰资讯,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhzx&apiKey=73c963d13814ce7d0e4743c5e7d033cc$cdn酒店源
凤凰资讯,http://vapi.91kds.cc/live1/jdtv2.m3u8?id=fhzxhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc$cdn酒店源
凤凰资讯,http://vapi.91kds.cc/live2/ifeng.m3u8?id=fhzxhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
凤凰资讯,http://www.lebaobei.top:6868/udp/239.255.30.70:8231?$甘肃酒泉电信
凤凰资讯,https://stream1.freetv.fun/2a72335a63dd0749c5a32d1bf1b0c001a81a26cc81d7e94534791d36f2c87d7d.ctv
凤凰资讯[1280x720],http://108.181.20.197/livehttpplay?channel_id=20066
凤凰资讯[1920x1080],http://108.181.20.197/livehttpplay?channel_id=30015
凤凰资讯4M1080,http://cg6.hunancatv.cn:9090/live/FHZX.m3u8?ci=123
凤凰资讯🦉,http://117.27.190.42:85/tsfile/live/23279_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯台,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤起青云,http://124.248.69.76:26781/douyu/749124
鳯凰資訊台,http://dispatch.fengshows.cn:8484/live/0701pin72.flv?txSecret=94bbfa53b6a82f6f3269f2be415c352b&txTime=6749b318
鳯凰資訊台,http://qctv.fengshows.cn/live/0701pin72.flv?txSecret=94bbfa53b6a82f6f3269f2be415c352b&txTime=6749b318
鳳凰衛視,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c
鳳凰衛視,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MDFD5624054756240547&ct=19235&tsum=3d8e21403954d488cd95d367f1f90d8b
鳳凰衛視,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixtv_hd
-鳳凰衛視香港台[1920x1080],http://8hb85846je10.vicp.fun:5000/bysid/85.m3u8
-鳳凰衛視香港台[1920x1080],http://bziyunshao.synology.me:8890/bysid/85.m3u8
鳳凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MA5A4571836345718363&ct=19234&tsum=9d461ede3a5ecfa182b75574f86ae56a
鳳凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
鳳凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MD0D2495250724952507&ct=19249&tsum=b1c0a577a7f4aaa9af143d124ba24a40
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
鳳凰香港,https://haoyunlai.serv00.net/Smartv-1.php?id=hkphoenix_twn
鳳凰香港台,http://dispatch.fengshows.cn:8484/live/0701phk72.flv?txSecret=19a6224ff2b39715c212c60b14c8f508&txTime=6749b374
鳳凰香港台,http://qctv.fengshows.cn/live/0701phk72.flv?txSecret=19a6224ff2b39715c212c60b14c8f508&txTime=6749b374
鳳凰香港台,mitv://generationnexxxt.com:19806/8e396c3ec52f4eee9e5b7868042b1bf2
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰中文台,http://dispatch.fengshows.cn:8484/live/0701pcc72.flv?txSecret=b0efa140daa3cfd46fb6f42adf0b82cf&txTime=6749b353
鳳凰中文台,http://qctv.fengshows.cn/live/0701pcc72.flv?txSecret=b0efa140daa3cfd46fb6f42adf0b82cf&txTime=6749b353
鳳凰中文台,mitv://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
鳳凰資訊,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0
鳳凰資訊,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MC1C1591244615912446&ct=19225&tsum=a4fd6441d252c98ea603b13ef749a84e
鳳凰資訊,http://50.7.234.10:8278/phoenixinfo_hd/playlist.m3u8?tid=MEAE2353137123531371&ct=19234&tsum=0627df820681c10cef07745ec4493f51
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰資訊,https://haoyunlai.serv00.net/Smartv-1.php?id=phoenixinfo_hd
鳳凰資訊台,mitv://generationnexxxt.com:19806/6684e9f6606f49fba9b6de846dbdcb64
扶沟电视台,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8?$河南郑州双线
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
扶沟综合频道,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
扶沟综合频道,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
扶搖,http://211.159.168.39:50002/index.m3u8?pid=ofiii102
扶余电视台,http://stream6.jlntv.cn/fy/playlist.m3u8
扶余电视台,http://stream6.jlntv.cn/fy/sd/live.m3u8?_upt=a3382e341714325843
扶余综合,http://stream6.jlntv.cn/fy/playlist.m3u8
扶余综合,http://stream6.jlntv.cn/fy/sd/live.m3u8
芙芙家的洗碗君,http://124.248.69.76:26781/douyu/9446706
佛坪电视台,http://111.20.33.70/PLTV/88888893/224/3221226454/index.m3u8
佛山高明,http://php.666230.xyz/公众号【睡眼迷离的猫】/proxy/p9.php?id=fsgm
