短剧,#genre# 
九天龙婿(100集),https://vd3.bdstatic.com/mda-pearanim35vri65p/sc/cae_h264/1683912779273117359/mda-pearanim35vri65p.mp4 
九境霸主(113集),https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4 
巨富之回家过年(70集),https://vd3.bdstatic.com/mda-pebudunbwkk5zbda/sc/cae_h264/1684006305257028126/mda-pebudunbwkk5zbda.mp4 
绝世殿主下山(110集),https://vd2.bdstatic.com/mda-peccf0m7th05413e/720p/h264/1683970435027956651/mda-peccf0m7th05413e.mp4 
逆命神医(96集),https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4 
满月之下请相爱(100集),https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4  
落在生命里的光(100集),https://vd3.bdstatic.com/mda-pedgk34za4i2wsk4/720p/h264/1684066802676530455/mda-pedgk34za4i2wsk4.mp4 
老街中的痞子(79集),https://vd3.bdstatic.com/mda-pedd0pjr3d230d6a/sc/cae_h264/1684151422563021066/mda-pedd0pjr3d230d6a.mp4 
绝世龙帅(100集),https://vd3.bdstatic.com/mda-pectb75a7wb5zsgu/720p/h264/1684008093774139159/mda-pectb75a7wb5zsgu.mp4 
浪子情仇(81集),https://vd3.bdstatic.com/mda-pecpz9ti97u1z825/720p/h264/1683998885326452646/mda-pecpz9ti97u1z825.mp4 
昆仑强者(80集),https://vd3.bdstatic.com/mda-peck0hfux97mrc79/720p/h264/1683988862148442153/mda-peck0hfux97mrc79.mp4 
狂医战神(100集),https://vd3.bdstatic.com/mda-pecipvturq4mgv6g/sc/cae_h264/1684084270058079228/mda-pecipvturq4mgv6g.mp4 
桃运无双(105集),https://vd3.bdstatic.com/mda-pefd0weush6t8bnx/sc/cae_h264/1684372449915872808/mda-pefd0weush6t8bnx.mp4 
双面狂少(83集),https://vd3.bdstatic.com/mda-pefcbtfwri86zgq2/sc/cae_h264/1684371888342144388/mda-pefcbtfwri86zgq2.mp4 
圣王(100集),https://vd3.bdstatic.com/mda-peeuh83guh46806g/sc/cae_h264/1684290562908896240/mda-peeuh83guh46806g.mp4 
偏执总裁的追妻路(93集),https://vd3.bdstatic.com/mda-peesbtb1ji4i07gy/sc/cae_h264/1684280053431635965/mda-peesbtb1ji4i07gy.mp4 
美女总裁回乡过年(97集),https://vd3.bdstatic.com/mda-pedtu8rsvhbj5pdx/sc/cae_h264/1684177990536629531/mda-pedtu8rsvhbj5pdx.mp4 
天龙战神(94集),https://vd3.bdstatic.com/mda-pefi3w616b8ujr88/720p/h264/1684243271973602840/mda-pefi3w616b8ujr88.mp4 
历少强势锁婚(100集),https://vd3.bdstatic.com/mda-pegcxruwk0cxswv8/720p/h264/1684317268225808680/mda-pegcxruwk0cxswv8.mp4 
王者神婿(100集),https://vd3.bdstatic.com/mda-pfhdfw5zuea73xy3/sc/cae_h264/1687111022653832046/mda-pfhdfw5zuea73xy3.mp4 
仙武帝尊(78集),https://vd3.bdstatic.com/mda-pejcehn295ndg53i/720p/h264/1684573445328231835/mda-pejcehn295ndg53i.mp4 
无尽轮回游戏(90集),https://vd3.bdstatic.com/mda-pejauu70iv7rhhim/sc/cae_h264/1684756063120101443/mda-pejauu70iv7rhhim.mp4 
少爷的甜蜜良药,https://vd3.bdstatic.com/mda-pg54puum4iayjpgd/cae_h264/1688647113802836760/mda-pg54puum4iayjpgd.mp4 
天才萌宝傲娇妻,https://vd3.bdstatic.com/mda-pg54prq7iief96za/cae_h264/1688647056830051477/mda-pg54prq7iief96za.mp4 
本宫要你好看,https://vd3.bdstatic.com/mda-pg54pjtymbbskr6x/360p/h264/1688615253650776568/mda-pg54pjtymbbskr6x.mp4 
逍遥阎君,https://vd3.bdstatic.com/mda-pg54ph80hs9v9urb/360p/h264/1688615178175086103/mda-pg54ph80hs9v9urb.mp4 
总裁夫人竟是全能大佬,https://vd3.bdstatic.com/mda-pg54p6y22e6qpgve/cae_h264/1688645365941237291/mda-pg54p6y22e6qpgve.mp4 
萌宝助攻,https://vd3.bdstatic.com/mda-pg4feeaisbcbwzr2/360p/h264/1688555708181787251/mda-pg4feeaisbcbwzr2.mp4 
天选农民工,https://vd3.bdstatic.com/mda-pg4feb8xdcpgn68u/360p/h264/1688555702166042480/mda-pg4feb8xdcpgn68u.mp4 
败家千金要退婚,https://vd3.bdstatic.com/mda-pg4fe59chriab51i/360p/h264/1688555693839206082/mda-pg4fe59chriab51i.mp4  
短剧系列（十五）,#genre# 《总统》巾帼神豪(95集),https://txmov2.a.kwimgs.com/bs3/video-hls/5228679273869081590_hlsb.m3u8 
绝世医仙(93集),https://txmov2.a.kwimgs.com/bs3/video-hls/5251760220360466164_hlsb.m3u8 
上门豪婿(94集),https://txmov2.a.kwimgs.com/bs3/video-hls/5226145996125317106_hlsb.m3u8 
美女校花的风水大师(40集),https://txmov2.a.kwimgs.com/bs3/video-hls/5258797093473252232_hlsb.m3u8 
十八岁的通灵女(80集),https://vd2.bdstatic.com/mda-pdku4kxcmm81g7h9/sc/cae_h264/1682112514968138630/mda-pdku4kxcmm81g7h9.mp4 
富豪老公同学会(114集),https://txmov2.a.kwimgs.com/bs3/video-hls/5222205348866063631_hlsb.m3u8 
狂飙风暴(88集),https://vd4.bdstatic.com/mda-pe9mfch4kg5gyf3s/sc/cae_h264/1683788994589438440/mda-pe9mfch4kg5gyf3s.mp4 
都市最强继承者(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5232619920811866768_hlsb.m3u8           
赘婿归来(101集),https://vd3.bdstatic.com/mda-pevb0xbdxkqavidi/720p/h264/1685433516028971486/mda-pevb0xbdxkqavidi.mp4 
我有神仙微信群(81集),https://txmov2.a.kwimgs.com/bs3/video-hls/5189272774546429629_hlsb.m3u8 
重生到卖女儿那天,https://vd4.bdstatic.com/mda-pd58y1bca4eqwdy1/sc/cae_h264/1680765030478096611/mda-pd58y1bca4eqwdy1.mp4 
女老板的反击(100集),https://vd2.bdstatic.com/mda-pd63rfuh803uepji/720p/h264/1680837193888969534/mda-pd63rfuh803uepji.mp4 
巨富同学会(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5238249422970059143_hlsb.m3u8 
圣医女皇(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5205598323687222877_hlsb.m3u8 
超级赘婿(80集),https://vd3.bdstatic.com/mda-pe7n75qra322fzg1/sc/cae_h264/1683612584707668218/mda-pe7n75qra322fzg1.mp4 
天骄医婿(102集),https://vd4.bdstatic.com/mda-pe7qsxras8c7mpx0/sc/cae_h264/1683613152590699530/mda-pe7qsxras8c7mpx0.mp4       
无上总裁(80集),https://vd2.bdstatic.com/mda-pe7rikuj1jveu6m1/sc/cae_h264/1683615228963572913/mda-pe7rikuj1jveu6m1.mp4 
霸爱为奴(100集),https://vd4.bdstatic.com/mda-pe89k65is9xdwqen/sc/cae_h264/1683667911711262079/mda-pe89k65is9xdwqen.mp4 
霸总的替嫁娇妻(60集),https://vd4.bdstatic.com/mda-pe8ar4g2yhw6qgfj/sc/cae_h264/1683668393614566668/mda-pe8ar4g2yhw6qgfj.mp4 
宠妻入怀(100集),https://vd4.bdstatic.com/mda-pe8dzumbi13eve70/sc/cae_h264/1683681373360436407/mda-pe8dzumbi13eve70.mp4 
再见陆先生(88集),https://vd4.bdstatic.com/mda-pe9cq6zbt1adgb0m/sc/cae_h264/1683773573447572218/mda-pe9cq6zbt1adgb0m.mp4 
都市逍遥神医(93集),https://vd4.bdstatic.com/mda-pe9f7u2qj8qi7r04/720p/h264/1683716481871424650/mda-pe9f7u2qj8qi7r04.mp4 
都市绝代神豪(100集),https://vd3.bdstatic.com/mda-pe9eqrb4tadeeq8u/sc/cae_h264/1683775782275951628/mda-pe9eqrb4tadeeq8u.mp4 
都市药王医仙(61集),https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4  
短剧系列（十六）,#genre# 
重生到卖女儿那天（60集）,https://vd3.bdstatic.com/mda-pd58y1bca4eqwdy1/cae_h264/1680765030555068140/mda- pd58y1bca4eqwdy1.mp4 
女老板的反击（100集）,https://vd3.bdstatic.com/mda-pd63rfuh803uepji/360p/h264/1680835974728492966/mda- pd63rfuh803uepji.mp4 
帝师王婿（96集）,https://vd3.bdstatic.com/mda-pd6adxfb5mmqxvzy/cae_h264/1680867893984083567/mda- pd6adxfb5mmqxvzy.mp4 
打工皇帝（100集）,https://vd3.bdstatic.com/mda-pd6qewqfau1xfau0/cae_h264/1680925024846653403/mda- pd6qewqfau1xfau0.mp4 
总裁夫人带球跑（70集）,https://vd3.bdstatic.com/mda-pd6rcqkh27qzdgr9/360p/h264/1680890485818772968/mda- pd6rcqkh27qzdgr9.mp4 
美女老板求放过（100集）,https://vd3.bdstatic.com/mda-pd78e3fmk3e5m85d/cae_h264/1680936259936992946/mda- pd78e3fmk3e5m85d.mp4 
傲世帝尊（85集）,https://vd3.bdstatic.com/mda-pd7954n8ynme6kvw/cae_h264/1680938169877671366/mda- pd7954n8ynme6kvw.mp4 
贬值让我成财神（90集）,https://vd3.bdstatic.com/mda-pd7s2wrv14x0k4er/cae_h264/1681000134410507621/mda- pd7s2wrv14x0k4er.mp4 
爱在情深晚意时（100集）,https://vd3.bdstatic.com/mda-pd866am3my8csyv0/cae_h264/1681017857249717485/mda- pd866am3my8csyv0.mp4 
圣武天王（100集）,https://vd3.bdstatic.com/mda-pd8h207290eis16g/cae_h264/1681048442729692191/mda- pd8h207290eis16g.mp4

余生无劫-全,#genre#

https://v3.qrssv.com/202502/06/T2FeTZg5Hw24/video/index.m3u8

重回五年前-全
,https://v3.qrssv.com/202502/06/mfiXsau25224/video/index.m3u8

陈姨娘她修真回来了-全
,https://v3.qrssv.com/202501/24/WBMLuEdgfy19/video/index.m3u8

锦宫谋-全
,https://v3.qrssv.com/202502/05/JSg2Z6pyW019/video/index.m3u8

凤君-全
,https://v3.qrssv.com/202502/03/e4mNk228Jq22/video/index.m3u8

锦宫谋-全
,https://v3.qrssv.com/202502/05/JSg2Z6pyW019/video/index.m3u8

凤君-全
,https://v3.qrssv.com/202502/03/e4mNk228Jq22/video/index.m3u8



燃烧吧胖妃-全,https://v3.qrssv.com/202501/30/F766uyzj2N19/video/index.m3u8



报告将军娇娇夫人种田忙-全
,https://v3.qrssv.com/202502/01/ukSGY76RSr23/video/index.m3u8



九玄冥月-全
,https://v3.qrssv.com/202502/02/UfXGNizR0420/video/index.m3u8



何以见冬-全
,https://v3.qrssv.com/202502/02/b7xanFwCAY22/video/index.m3u8



团宠之蒋家小女会仙法-全
,https://v3.qrssv.com/202502/02/nTy7YDsWbC20/video/index.m3u8



什么继承家业，我这叫为人民服务-全
,https://v3.qrssv.com/202502/01/8hGTZmVFLD23/video/index.m3u8



重生1983暗途重辉-全
,https://v3.qrssv.com/202501/25/TubVFLGt1y21/video/index.m3u8

风落蛮荒-全
,https://v3.qrssv.com/202501/26/saYwwAAZhq24/video/index.m3u8

回到90过春节-全
,https://v2.qrssv.com/202501/25/Uck7jWr4g319/video/index.m3u8

八零厂花打螺丝-全
,https://v4.qrssv.com/202501/25/QuLG9QRvku22/video/index.m3u8

北城往事之风起云涌-全
,https://v3.qrssv.com/202501/24/CfkM0ERA6N23/video/index.m3u8

我和古代王爷共享空间-全
,https://v6.qrssv.com/202501/24/veGjqxmmWd19/video/index.m3u8



风落蛮荒-全
,https://v3.qrssv.com/202501/26/saYwwAAZhq24/video/index.m3u8



重生1983暗途重辉-全
,https://v3.qrssv.com/202501/25/TubVFLGt1y21/video/index.m3u8



夫君有颗美人痣-全
,https://v3.qrssv.com/202501/25/jZEsSfr11s20/video/index.m3u8



不辞青山-全
,https://v3.qrssv.com/202501/25/brtEWqP7nL23/video/index.m3u8



玉簪斜挽云鬓碎-全
,https://v3.qrssv.com/202501/25/cDvj3Vd56R19/video/index.m3u8



恰与君同梦-全
,https://v3.qrssv.com/202501/10/YpfLFpjAU622/video/index.m3u8


回到我爸心脏病假死那天-全
,https://v3.qrssv.com/202501/05/wwV874rzev21/video/index.m3u8



重回90傻子逆袭商业巨鳄-全
,https://v3.qrssv.com/202412/28/HLGrMNDSud23/video/index.m3u8



穿越十年后跨年夜喜获老公和萌娃-全
,https://v3.qrssv.com/202501/01/dT3Bt9xdX619/video/index.m3u8



天下藏局-全
,https://v3.qrssv.com/202501/12/d7MreTK2uW19/video/index.m3u8



小小股神重返九零年代-全
,https://v3.qrssv.com/202501/18/ZCQxUf1MCu24/video/index.m3u8


200斤王妃天天想和离-全
,https://v3.qrssv.com/202412/29/Aag7uKqwgP21/video/index.m3u8



云慕瑶相思难绝-全
,https://v2.qrssv.com/202412/27/qg8v7EgrJz22/video/index.m3u8

重生后我注销了千万粉丝账号-全
,https://v6.qrssv.com/202412/27/a9HcqW4SRS22/video/index.m3u8

换亲后我扶夫君青云志-全
,https://v4.qrssv.com/202412/18/YV4EaCZLcm23/video/index.m3u8

四海之血色浪漫-全
,https://v3.qrssv.com/202412/18/n6XG2G5kHB23/video/index.m3u8

女帝的贴身总管-全
,https://v6.qrssv.com/202410/03/NGQxM2Utnc12/video/index.m3u8



杀回90姐姐们跪求原谅-全
,https://v3.qrssv.com/202412/20/M69PfGc8xs21/video/index.m3u8


全能修仙奶爸-全
,https://vod12.wgslsw.com/20241231/Yu9FHEvy8s78/index.m3u8

真千金被读心后我杀疯了-全
,https://v3.qrssv.com/202412/18/BBtVBhNeXZ20/video/index.m3u8



渣爹别演了妈咪能听到我心声-全
,https://v3.qrssv.com/202412/21/ukvQn1BcJM23/video/index.m3u8


宫锁南枝-全
,https://v4.qrssv.com/202502/06/U42sMKMeYJ20/video/index.m3u8



回到八零婚后我爆改命运-全
,https://v4.qrssv.com/202502/05/SdzcqjcnaP21/video/index.m3u8



挖地成宝炼气三万层-全
,https://v4.qrssv.com/202502/02/a1Mr6QHSUN22/video/index.m3u8


萌宝赐福，将军爹爹接好运-全
,https://v4.qrssv.com/202502/01/hsp1HNMX2F20/video/index.m3u8


昭世录-全
,https://v4.qrssv.com/202502/02/pgQi66dN1f22/video/index.m3u8


暮雪倾城-全
,https://v4.qrssv.com/202502/02/td7fHcqiBj20/video/index.m3u8

侯门离恨乱京华-全
,https://v4.qrssv.com/202502/02/asa87Nw0Bc20/video/index.m3u8

可怜白发生-全
,https://v4.qrssv.com/202502/02/83029AJ7Ma20/video/index.m3u8


此刻我是华夏守护神-全
,https://v4.qrssv.com/202501/31/srErk7BT6q23/video/index.m3u8


听心控时萌宝出击-全
,https://v4.qrssv.com/202502/01/XmnmwD5UGx24/video/index.m3u8

满级天才不好惹-全
,https://v4.qrssv.com/202502/01/8BUGYWyaXm19/video/index.m3u8


重生1983暗途重辉-全
,https://v3.qrssv.com/202501/25/TubVFLGt1y21/video/index.m3u8

风落蛮荒-全
,https://v3.qrssv.com/202501/26/saYwwAAZhq24/video/index.m3u8

回到90过春节-全
,https://v2.qrssv.com/202501/25/Uck7jWr4g319/video/index.m3u8

八零厂花打螺丝-全
,https://v4.qrssv.com/202501/25/QuLG9QRvku22/video/index.m3u8

北城往事之风起云涌-全
,https://v3.qrssv.com/202501/24/CfkM0ERA6N23/video/index.m3u8

我和古代王爷共享空间-全
,https://v6.qrssv.com/202501/24/veGjqxmmWd19/video/index.m3u8

侯府重点班-全
,https://v4.qrssv.com/202501/25/za358ywqUH24/video/index.m3u8

双世萌宝短剧-全
,https://v4.qrssv.com/202501/10/khBKKpjJFK19/video/index.m3u8

我在八零的灿烂岁月-全
,https://v4.qrssv.com/202501/16/ZNnWsVRGH824/video/index.m3u8


恨不相逢未嫁时-全
,https://v4.qrssv.com/202412/29/k2UPwvSuyE21/video/index.m3u8



听说婆娑无量苦与君再无朝与暮-全
,https://v4.qrssv.com/202412/25/YkeggUyrFX23/video/index.m3u8


云慕瑶相思难绝-全
,https://v2.qrssv.com/202412/27/qg8v7EgrJz22/video/index.m3u8

重生后我注销了千万粉丝账号-全
,https://v6.qrssv.com/202412/27/a9HcqW4SRS22/video/index.m3u8

换亲后我扶夫君青云志-全
,https://v4.qrssv.com/202412/18/YV4EaCZLcm23/video/index.m3u8

四海之血色浪漫-全
,https://v3.qrssv.com/202412/18/n6XG2G5kHB23/video/index.m3u8

女帝的贴身总管-全
,https://v6.qrssv.com/202410/03/NGQxM2Utnc12/video/index.m3u8



我助女皇稳江山-全
,https://v4.qrssv.com/202412/20/Bx0p5zBUj724/video/index.m3u8


捡到玉玺让我复活女儿国-全
,https://v4.qrssv.com/202412/20/h2Tq1TZQN620/video/index.m3u8

回到古代当太子-全
,https://v4.qrssv.com/202412/16/TSu8rV4vzg23/video/index.m3u8

重生后复仇千金狂虐渣-全
,https://v4.qrssv.com/202412/18/UJgPBRzaYL21/video/index.m3u8

孝子三宝-全
,https://v4.qrssv.com/202412/22/qx7UvsQMrg19/video/index.m3u8

换亲后我扶夫君青云志-全
,https://v4.qrssv.com/202412/18/YV4EaCZLcm23/video/index.m3u8

我助女皇稳江山-全
,https://v4.qrssv.com/202412/20/Bx0p5zBUj724/video/index.m3u8

我不当老公白月光的替罪羊-全
,https://v4.qrssv.com/202412/18/NGS45ujptD23/video/index.m3u8

戴珍珠耳环的少女-全
,https://v4.longshengtea.com/yyv4/202412/18/KJ1fqck1Yt22/video/index.m3u8

结婚三十年-全
,https://v4.qrssv.com/202412/12/KsPngZpjBj19/video/index.m3u8

花落情消泪无声-全
,https://v5.qrssv.com/202502/08/xchs8vZRhB21/video/index.m3u8

岁时有昭-全
,https://v5.qrssv.com/202502/08/N8r2iBPh2522/video/index.m3u8


妃心难测-全
,https://v5.qrssv.com/202502/08/SB7E8Fe6kt24/video/index.m3u8

明月已碎恨难离-全
,https://v5.qrssv.com/202501/31/YT0DFJteT122/video/index.m3u8

长公主天生犟骨养娃皇权两不误-全
,https://v5.qrssv.com/202502/09/mCYzMKAvfa20/video/index.m3u8

这个萌宝不一般-全
,https://v5.qrssv.com/202501/31/MZu0zKY5qz24/video/index.m3u8

恨相逢-全
,https://v5.qrssv.com/202502/05/3PQqbdkS7k23/video/index.m3u8

凤兮凤兮-全
,https://v5.qrssv.com/202502/01/wi5va8YULT22/video/index.m3u8

明月已碎恨难离-全
,https://v5.qrssv.com/202501/31/YT0DFJteT122/video/index.m3u8

超级手术直播间-全
,https://v5.qrssv.com/202502/01/XrL3PX5yNw22/video/index.m3u8

仙品龙婿-全
,https://v5.qrssv.com/202502/02/aGprt8iLSa19/video/index.m3u8

星路漫漫亦灿灿-全
,https://v5.qrssv.com/202502/02/BC8rhVYXPH20/video/index.m3u8

戏比天大之真假小公主-全
,https://v5.qrssv.com/202501/08/FgmvPX7aH223/video/index.m3u8

大乾守夜人-全
,https://v5.qrssv.com/202501/24/AzY7UBE55E19/video/index.m3u8

落尽梨花月又西-全
,https://v5.qrssv.com/202501/20/NST9VkKz7322/video/index.m3u8

锦水汤汤与君长诀-全
,https://v5.qrssv.com/202501/20/MHb7xmHUr022/video/index.m3u8

乘风而行的美-全
,https://v5.qrssv.com/202412/16/xmJM2NsQtR21/video/index.m3u8

武神榜之逆天改命-全
,https://v5.qrssv.com/202412/25/8nfusd6ibV20/video/index.m3u8

重回90，我帮老妈成为富一代-全
,https://v5.qrssv.com/202412/16/4TXT1XikYR21/video/index.m3u8

全球直播，你管这叫逃亡-全
,https://v5.qrssv.com/202412/11/LVnBLpuhm721/video/index.m3u8

斩情缘断妄念我只想成仙-全
,https://v5.qrssv.com/202412/18/dQZhVp1YKz19/video/index.m3u8

夜宴短剧-全
,https://v5.qrssv.com/202412/19/f1nR8yGkQc19/video/index.m3u8

装娇弱伪纯善恶女上位-全
,https://v5.qrssv.com/202412/20/UFWz7vZyQP19/video/index.m3u8

开局一个盆我退圈成顶流-全
,https://v10.tlkqc.com/wjv10/202501/22/Q4gFLY2pzN82/video/index.m3u8

王妃她是重生的-全
,https://v10.tlkqc.com/wjv10/202501/22/7yAtPJqY8F82/video/index.m3u8

凤吟九霄-全
,https://v9.tlkqc.com/wjv9/202501/22/xL4Yn5DBKn81/video/index.m3u8

少帅嫁给我-全
,https://v9.tlkqc.com/wjv9/202501/22/qdWdFajZKL81/video/index.m3u8

许我春朝应白首-全
,https://v9.tlkqc.com/wjv9/202501/22/uCZQ8gVCkM81/video/index.m3u8


电视剧,#genre#

 
金庸武侠世界,#genre#

第一集,https://api.heimuer.tv/play/932552b143104d17abf7871828df980e.m3u8
第二集,https://api.heimuer.tv/play/8cee8cb8661d404ca1a6bcf8960d8d4c.m3u8
第三集,https://api.heimuer.tv/play/f61b006c02704fea8ce0f32edf21dcdd.m3u8
第四集,https://api.heimuer.tv/play/d8e8db3d42434ba7b4cdf164530db6bc.m3u8
第五集,https://api.heimuer.tv/play/0d985fb57579423a977c6fa076f0eee7.m3u8
第六集,https://api.heimuer.tv/play/e43bde688ab94cc19f639fdbd61b3cef.m3u8
第七集,https://api.heimuer.tv/play/45f43b59e9e94d46861beaff7fc6526f.m3u8
第八集,https://api.heimuer.tv/play/6b77c3f6e8004255acb0b55cbd194986.m3u8
第九集,https://api.heimuer.tv/play/8d03e34c46fb4c84a27a21baaae21625.m3u8
第十集,https://api.heimuer.tv/play/71e9e503255f409b9873d8204e91c3bc.m3u8
第十一集,https://api.heimuer.tv/play/e89e35560a0c4398bade73d261dd60d7.m3u8
第十二集,https://api.heimuer.tv/play/788d460a67834e139d0adebec76717b9.m3u8
第十三集,https://api.heimuer.tv/play/b175eb1dad6f4d76a131c49a2ebd7326.m3u8
第十四集,https://api.heimuer.tv/play/99334c285c8d4bd8b252c1073e55d935.m3u8
第十五集,https://api.heimuer.tv/play/0aa9c99ada3f49dea278f10d87b1aaa9.m3u8
第十六集,https://api.heimuer.tv/play/e5731515f1764ad2b94767a6b588d761.m3u8
第十七集,https://api.heimuer.tv/play/627199262f024d448d2971278d209eee.m3u8
第十八集,https://api.heimuer.tv/play/99dd4dcb2a1145658ba8ef5d790845af.m3u8
第十九集,https://api.heimuer.tv/play/c481872afc604939b8f504ceca7f9065.m3u8
第二十集,https://api.heimuer.tv/play/fd4d875227244377bbdccf9522fe0967.m3u8

💞庆余年2,#genre#


第01集,https://yzzy.play-cdn21.com/20240516/35465_1e94c1f1/2000k/hls/mixed.m3u8
第02集,https://yzzy.play-cdn21.com/20240516/35464_ac734bae/2000k/hls/mixed.m3u8
第03集,https://yzzy.play-cdn21.com/20240516/35463_b01b5862/2000k/hls/mixed.m3u8
第04集,https://yzzy.play-cdn21.com/20240516/35462_82b2ee69/2000k/hls/mixed.m3u8
第05集,https://yzzy.play-cdn21.com/20240516/35461_71c1822c/2000k/hls/mixed.m3u8
第06集,https://yzzy.play-cdn22.com/20240517/2148_fb169bc3/2000k/hls/mixed.m3u8
第07集,https://iqiyi.play-cdn23.com/20240517/13393_51f24298/2000k/hls/mixed.m3u8
第08集,https://yzzy1.play-cdn1.com/20240518/49741_5dd58edf/2000k/hls/mixed.m3u8
第09集,https://vvqq.play-cdn23.com/20240519/13459_f6f8938d/2000k/hls/mixed.m3u8
第10集,https://vvqq.play22-cdn.com/20240520/2315_e928f912/2000k/hls/mixed.m3u8
第11集,https://vvqq.play-cdn23.com/20240520/13496_b84b1361/2000k/hls/mixed.m3u8
第12集,https://vvqq.play22-cdn.com/20240521/2412_ac6a7587/2000k/hls/mixed.m3u8
第13集,https://vip.play-cdn23.com/20240521/13512_8aca78f5/2000k/hls/mixed.m3u8
第14集,https://vip.play-cdn23.com/20240522/13532_b9583591/2000k/hls/mixed.m3u8
第15集,https://vvqq.play22-cdn.com/20240522/2510_b8625c2d/2000k/hls/mixed.m3u8
第16集,https://vip.play-cdn23.com/20240523/13573_7983e35f/2000k/hls/mixed.m3u8
第17集,https://yzzy1.play-cdn20.com/20240523/53536_650f1f81/2000k/hls/mixed.m3u8
第18集,https://vvqq.play22-cdn.com/20240524/2562_98cb0835/2000k/hls/mixed.m3u8
第19集,https://vip.play-cdn23.com/20240524/13647_ae67ae32/2000k/hls/mixed.m3u8
第20集,https://yzzy1.play-cdn1.com/20240525/49950_d764b31c/2000k/hls/mixed.m3u8
第21集,https://yzzy.play-cdn21.com/20240525/35516_092c121e/2000k/hls/mixed.m3u8
第22集,https://vvqq.play22-cdn.com/20240526/2614_309f3a3a/2000k/hls/mixed.m3u8
第23集,https://yzzy1.play-cdn20.com/20240526/53690_bf9e86c5/2000k/hls/mixed.m3u8
第24集,https://v3.yzzy23-play.com/20240527/13705_457bd29e/2000k/hls/mixed.m3u8
第25集,https://v3.yzzy1-play.com/20240527/50016_5bfb2733/2000k/hls/mixed.m3u8
第26集,https://v3.yzzy23-play.com/20240528/13736_c3f1678f/2000k/hls/mixed.m3u8
第27集,https://v3.yzzy22-play.com/20240528/2656_3f6734da/2000k/hls/mixed.m3u8
第28集,https://v3.yzzy21-play.com/20240529/35613_83bec549/2000k/hls/mixed.m3u8
第29集,https://v3.yzzy20-play.com/20240529/53761_3b222458/2000k/hls/mixed.m3u8
第30集,https://s3.bfzycdn.com/video/jianxiaojianghuguoyu/%E7%AC%AC40%E9%9B%86/index.m3u8
第31集,https://v3.yzzy21-play.com/20240530/35651_d564243b/2000k/hls/mixed.m3u8
第32集,https://v3.yzzy22-play.com/20240530/2730_0dbb83f7/2000k/hls/mixed.m3u8
第33集,https://v3.yzzy21-play.com/20240530/35652_85c2d299/2000k/hls/mixed.m3u8
第34集,https://v3.yzzy22-play.com/20240530/2731_34d27077/2000k/hls/mixed.m3u8
第35集,https://v3.yzzy21-play.com/20240530/35653_2a72eb32/2000k/hls/mixed.m3u8
第36集,https://v3.yzzy23-play.com/20240530/13801_c61b3c6e/2000k/hls/mixed.m3u8
第01集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC01%E9%9B%86/index.m3u8
第02集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC02%E9%9B%86/index.m3u8
第03集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC03%E9%9B%86/index.m3u8
第04集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC04%E9%9B%86/index.m3u8
第05集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC05%E9%9B%86/index.m3u8
第06集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC06%E9%9B%86/index.m3u8
第07集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC07%E9%9B%86/index.m3u8
第08集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC08%E9%9B%86/index.m3u8
第09集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC09%E9%9B%86/index.m3u8
第10集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC10%E9%9B%86/index.m3u8
第11集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC11%E9%9B%86/index.m3u8
第12集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC12%E9%9B%86/index.m3u8
第13集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC13%E9%9B%86/index.m3u8
第14集,https://s3.bfengbf.com/video/qingyuniandierji/%E7%AC%AC14%E9%9B%86/index.m3u8
